source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,B_G,P_G,F_1B_G,F_2B_G,F_3B_G,F_SS_G,F_OF_G,F_LF_G,F_CF_G,F_RF_G,F_C_G,F_P_G,F_ALL_G
minoraverages/1948TSN,1947,Big State League,,B01444,Herr,John E.,0,Gainesville,22,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F21752,Herr,,0,Gainesville,,,,,,,,,,,,21,
minoraverages/1948TSN,1947,Big State League,,P10070,Herr,,0,Gainesville,,21,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B01345,Hillin,H. Ash,0,Waco,21,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F22061,Hillin,,0,Waco,,,,,,,,,,,,19,
minoraverages/1948TSN,1947,Big State League,,P10348,Hillin,,0,Waco,,19,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B00434,Hodge,Eugene,0,Gainesville,145,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F20893,Hodge,,0,Gainesville,,,,,,,,,131,,,,
minoraverages/1948TSN,1947,Big State League,,B01453,Hogan,James H.,0,Gainesville,43,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F21920,Hogan,,0,Gainesville,,,,,,,,,,,,26,
minoraverages/1948TSN,1947,Big State League,,P10184,Hogan,,0,Gainesville,,26,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B01733,Hopkins,James A.,0,Waco,21,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F21840,Hopkins,,0,Waco,,,,,,,,,,,,19,
minoraverages/1948TSN,1947,Big State League,,P10611,Hopkins,,0,Waco,,19,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B01108,Hresko,Emery,0,Greenville,14,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B01649,Kasparek,Al,0,Sherman-Denison,10,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F21667,Kasparek,,0,Sherman-Denison,,,,,,,,,,,,10,
minoraverages/1948TSN,1947,Big State League,,P10486,Kasparek,,0,Sherman-Denison,,10,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B01029,Kveton,W. R.,1,Waco,,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B01029,Kveton,W. R.,2,Austin,,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B01029,Kveton,W. R.,T,,57,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F20233,Kveton,,1,Waco,,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F20233,Kveton,,2,Austin,,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F20233,Kveton,,T,,,,,35,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B00130,Lawrence,Al,0,Waco,116,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F20327,Lawrence,,0,Waco,,,,13,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F20496,Lawrence,,0,Waco,,,,,43,,,,,,,,
