source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,B_G,P_G,F_1B_G,F_2B_G,F_3B_G,F_SS_G,F_OF_G,F_LF_G,F_CF_G,F_RF_G,F_C_G,F_P_G,F_ALL_G
minoraverages/1947TSN,1946,East Texas League,lucas,F21319,Lucas,,0,Lufkin,,,,,,,,,,69,,,
minoraverages/1947TSN,1946,East Texas League,ludwig,B02399,Ludwig,Malcolm,0,Jacksonville,,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,lusk,B00623,Lusk,Robert (Gabby),0,Texarkana,111,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,lusk,F20673,Lusk,,0,Texarkana,,,,,28,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,lusk,F21403,Lusk,,0,Texarkana,,,,,,,,,70,,,,
minoraverages/1947TSN,1946,East Texas League,lussow,B02527,Lussow,Al,0,Henderson,,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,main,B00646,Main,Eugene,0,Paris,140,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,main,F20449,Main,,0,Paris,,,,,,140,,,,,,,
minoraverages/1947TSN,1946,East Texas League,malish,B02709,Malish,Barnell,0,Lufkin,,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,mandjack,B02818,Mandjack,Mickey,0,Lufkin,,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,martin,B00125,Martin,Paul,0,Henderson,136,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,martin,F21174,Martin,,0,Henderson,,,,,,,,,,133,,,
minoraverages/1947TSN,1946,East Texas League,mason,B01960,Mason,Carl,0,Greenville,,,,,,,,,,,,,
