league.year,league.name,entry.name,team.key
2012,National League,Houston,HOU
2012,National League,Los Angeles,LAN
2012,National League,Miami,MIA
2012,National League,Milwaukee,MIL
2012,National League,New York,NYN
2012,National League,Philadelphia,PHI
2012,National League,Pittsburgh,PIT
2012,National League,San Diego,SDN
2012,National League,San Francisco,SFN
2012,National League,St. Louis,SLN
2012,National League,Washington,WAS
2013,American League,Baltimore,BAL
2013,American League,Boston,BOS
2013,American League,Chicago,CHA
2013,American League,Cleveland,CLE
2013,American League,Detroit,DET
2013,American League,Houston,HOU
2013,American League,Kansas City,KCA
2013,American League,Los Angeles,ANA
2013,American League,Minnesota,MIN
2013,American League,New York,NYA
2013,American League,Oakland,OAK
2013,American League,Seattle,SEA
2013,American League,Tampa Bay,TBA
2013,American League,Texas,TEX
2013,American League,Toronto,TOR
2013,National League,Arizona,ARI
2013,National League,Atlanta,ATL
2013,National League,Chicago,CHN
2013,National League,Cincinnati,CIN
2013,National League,Colorado,COL
2013,National League,Los Angeles,LAN
2013,National League,Miami,MIA
2013,National League,Milwaukee,MIL
2013,National League,New York,NYN
2013,National League,Philadelphia,PHI
2013,National League,Pittsburgh,PIT
2013,National League,San Diego,SDN
2013,National League,San Francisco,SFN
2013,National League,St. Louis,SLN
2013,National League,Washington,WAS
2014,American League,Baltimore,BAL
2014,American League,Boston,BOS
2014,American League,Chicago,CHA
2014,American League,Cleveland,CLE
2014,American League,Detroit,DET
2014,American League,Houston,HOU
2014,American League,Kansas City,KCA
2014,American League,Los Angeles,ANA
2014,American League,Minnesota,MIN
2014,American League,New York,NYA
2014,American League,Oakland,OAK
2014,American League,Seattle,SEA
2014,American League,Tampa Bay,TBA
2014,American League,Texas,TEX
2014,American League,Toronto,TOR
2014,National League,Arizona,ARI
2014,National League,Atlanta,ATL
2014,National League,Chicago,CHN
2014,National League,Cincinnati,CIN
2014,National League,Colorado,COL
2014,National League,Los Angeles,LAN
2014,National League,Miami,MIA
2014,National League,Milwaukee,MIL
2014,National League,New York,NYN
2014,National League,Philadelphia,PHI
2014,National League,Pittsburgh,PIT
2014,National League,San Diego,SDN
2014,National League,San Francisco,SFN
2014,National League,St. Louis,SLN
2014,National League,Washington,WAS
2015,American League,Baltimore,BAL
2015,American League,Boston,BOS
2015,American League,Chicago,CHA
2015,American League,Cleveland,CLE
2015,American League,Detroit,DET
2015,American League,Houston,HOU
2015,American League,Kansas City,KCA
2015,American League,Los Angeles,ANA
2015,American League,Minnesota,MIN
2015,American League,New York,NYA
2015,American League,Oakland,OAK
2015,American League,Seattle,SEA
2015,American League,Tampa Bay,TBA
2015,American League,Texas,TEX
2015,American League,Toronto,TOR
2015,National League,Arizona,ARI
2015,National League,Atlanta,ATL
2015,National League,Chicago,CHN
2015,National League,Cincinnati,CIN
2015,National League,Colorado,COL
2015,National League,Los Angeles,LAN
2015,National League,Miami,MIA
2015,National League,Milwaukee,MIL
2015,National League,New York,NYN
2015,National League,Philadelphia,PHI
2015,National League,Pittsburgh,PIT
2015,National League,San Diego,SDN
2015,National League,San Francisco,SFN
2015,National League,St. Louis,SLN
2015,National League,Washington,WAS
2016,American League,Baltimore,BAL
2016,American League,Boston,BOS
2016,American League,Chicago,CHA
2016,American League,Cleveland,CLE
2016,American League,Detroit,DET
2016,American League,Houston,HOU
2016,American League,Kansas City,KCA
2016,American League,Los Angeles,ANA
2016,American League,Minnesota,MIN
2016,American League,New York,NYA
2016,American League,Oakland,OAK
2016,American League,Seattle,SEA
2016,American League,Tampa Bay,TBA
2016,American League,Texas,TEX
2016,American League,Toronto,TOR
2016,National League,Arizona,ARI
2016,National League,Atlanta,ATL
2016,National League,Chicago,CHN
2016,National League,Cincinnati,CIN
2016,National League,Colorado,COL
2016,National League,Los Angeles,LAN
2016,National League,Miami,MIA
2016,National League,Milwaukee,MIL
2016,National League,New York,NYN
2016,National League,Philadelphia,PHI
2016,National League,Pittsburgh,PIT
2016,National League,San Diego,SDN
2016,National League,San Francisco,SFN
2016,National League,St. Louis,SLN
2016,National League,Washington,WAS
2017,American League,Baltimore,BAL
2017,American League,Boston,BOS
2017,American League,Chicago,CHA
2017,American League,Cleveland,CLE
2017,American League,Detroit,DET
2017,American League,Houston,HOU
2017,American League,Kansas City,KCA
2017,American League,Los Angeles,ANA
2017,American League,Minnesota,MIN
2017,American League,New York,NYA
2017,American League,Oakland,OAK
2017,American League,Seattle,SEA
2017,American League,Tampa Bay,TBA
2017,American League,Texas,TEX
2017,American League,Toronto,TOR
2017,National League,Arizona,ARI
2017,National League,Atlanta,ATL
2017,National League,Chicago,CHN
2017,National League,Cincinnati,CIN
2017,National League,Colorado,COL
2017,National League,Los Angeles,LAN
2017,National League,Miami,MIA
2017,National League,Milwaukee,MIL
2017,National League,New York,NYN
2017,National League,Philadelphia,PHI
2017,National League,Pittsburgh,PIT
2017,National League,San Diego,SDN
2017,National League,San Francisco,SFN
2017,National League,St. Louis,SLN
2017,National League,Washington,WAS
2018,American League,Baltimore,BAL
2018,American League,Boston,BOS
2018,American League,Chicago,CHA
2018,American League,Cleveland,CLE
2018,American League,Detroit,DET
2018,American League,Houston,HOU
2018,American League,Kansas City,KCA
2018,American League,Los Angeles,ANA
2018,American League,Minnesota,MIN
2018,American League,New York,NYA
2018,American League,Oakland,OAK
2018,American League,Seattle,SEA
2018,American League,Tampa Bay,TBA
2018,American League,Texas,TEX
2018,American League,Toronto,TOR
2018,National League,Arizona,ARI
2018,National League,Atlanta,ATL
2018,National League,Chicago,CHN
2018,National League,Cincinnati,CIN
2018,National League,Colorado,COL
2018,National League,Los Angeles,LAN
2018,National League,Miami,MIA
2018,National League,Milwaukee,MIL
2018,National League,New York,NYN
2018,National League,Philadelphia,PHI
2018,National League,Pittsburgh,PIT
2018,National League,San Diego,SDN
2018,National League,San Francisco,SFN
2018,National League,St. Louis,SLN
2018,National League,Washington,WAS
